;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
2729;210 000 км;Renault Logan I Рестайлинг;270 000 ₽;2010;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2730;500 000 км;Renault Logan I;119 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2731;243 558 км;Renault Logan I Рестайлинг;240 000 ₽;2010;механика;седан;передний;красный;1.4 л/75л.с./Бензин
2732;462 км;Renault Logan II Рестайлинг Stepway;854 000 ₽;2020;механика;седан;передний;синий;1.6 л/113л.с./Бензин
2733;180 000 км;Renault Logan I Рестайлинг;315 000 ₽;2013;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2734;426 480 км;Renault Logan I;189 000 ₽;2006;механика;седан;передний;серебристый;1.6 л/87л.с./Бензин
2735;157 000 км;Renault Logan I;200 000 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2736;120 000 км;Renault Logan I Рестайлинг;310 000 ₽;2011;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2737;101 777 км;Renault Logan I Рестайлинг;355 000 ₽;2011;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
2738;58 000 км;Renault Logan I;210 900 ₽;2006;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2739;145 000 км;Renault Logan II;380 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2740;150 000 км;Renault Logan II;440 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2741;119 000 км;Renault Logan II;580 000 ₽;2016;механика;седан;передний;голубой;1.6 л/82л.с./Бензин
2742;290 000 км;Renault Logan I Рестайлинг;300 000 ₽;2014;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2743;2 100 км;Renault Logan II Рестайлинг;705 000 ₽;2020;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2744;362 000 км;Renault Logan I Рестайлинг;420 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
2745;201 000 км;Renault Logan I;140 000 ₽;2006;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2746;28 275 км;Renault Logan II;530 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2747;300 000 км;Renault Logan I Рестайлинг;199 000 ₽;2010;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2748;19 237 км;Renault Logan II Рестайлинг Stepway;790 000 ₽;2019;механика;седан;передний;серый;1.6 л/82л.с./Бензин
2749;240 000 км;Renault Logan I;160 000 ₽;2009;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2750;155 800 км;Renault Logan I Рестайлинг;350 000 ₽;2012;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
2751;245 000 км;Renault Logan I Рестайлинг;180 000 ₽;2011;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2752;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2753;35 000 км;Renault Logan II;492 000 ₽;2016;механика;седан;передний;чёрный;1.6 л/113л.с./Бензин
2754;240 000 км;Renault Logan I;210 000 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2755;250 000 км;Renault Logan I Рестайлинг;220 000 ₽;2014;механика;седан;передний;белый;1.4 л/75л.с./Бензин
2756;Новый;Renault Logan II Рестайлинг;от 945 000 ₽;2020;механика;седан;передний;Drive;1.6 л/113л.с./Бензин
2757;3 км;Renault Logan II Рестайлинг Stepway;749 000 ₽;2020;механика;седан;передний;серый;1.6 л/82л.с./Бензин
2758;67 720 км;Renault Logan II;585 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2759;Новый;Renault Logan II Рестайлинг Stepway;от 658 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2760;Новый;Renault Logan II Рестайлинг;от 868 000 ₽;2020;механика;седан;передний;Life;1.6 л/113л.с./Бензин
2761;Новый;Renault Logan II Рестайлинг;от 610 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2762;75 000 км;Renault Logan I Рестайлинг;439 000 ₽;2013;механика;седан;передний;красный;1.6 л/84л.с./Бензин
2763;78 500 км;Renault Logan I Рестайлинг;300 000 ₽;2013;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2764;83 000 км;Renault Logan II;535 000 ₽;2017;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
2765;147 000 км;Renault Logan I Рестайлинг;260 000 ₽;2011;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2766;54 000 км;Renault Logan II;530 000 ₽;2015;механика;седан;передний;серебристый;1.6 л/102л.с./Бензин
2767;50 000 км;Renault Logan II;700 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2768;Новый;Renault Logan II Рестайлинг;от 612 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2769;169 000 км;Renault Logan I;200 000 ₽;2006;механика;седан;передний;зелёный;1.4 л/75л.с./Бензин
2770;Новый;Renault Logan II Рестайлинг Stepway;от 745 800 ₽;2021;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
2771;Новый;Renault Logan II Рестайлинг;от 516 400 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2772;Новый;Renault Logan II Рестайлинг;от 612 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2773;200 000 км;Renault Logan I;155 000 ₽;2008;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2774;147 000 км;Renault Logan I;220 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2775;Новый;Renault Logan II Рестайлинг;от 752 000 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2776;160 484 км;Renault Logan I;230 000 ₽;2007;механика;седан;передний;зелёный;1.6 л/87л.с./Бензин
2777;Новый;Renault Logan II Рестайлинг Stepway;от 733 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2778;Новый;Renault Logan II Рестайлинг Stepway;от 727 200 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2779;Новый;Renault Logan II Рестайлинг Stepway;от 658 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2780;Новый;Renault Logan II Рестайлинг Stepway;от 859 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
2781;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2782;Новый;Renault Logan II Рестайлинг;от 669 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2783;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2784;Новый;Renault Logan II Рестайлинг Stepway;от 850 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
2785;Новый;Renault Logan II Рестайлинг Stepway;от 793 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2786;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2787;Новый;Renault Logan II Рестайлинг Stepway;от 661 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2788;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2789;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2790;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2791;18 070 км;Renault Logan II Рестайлинг;590 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2792;Новый;Renault Logan II Рестайлинг Stepway;от 648 200 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2793;Новый;Renault Logan II Рестайлинг Stepway;от 648 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2794;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2795;Новый;Renault Logan II Рестайлинг Stepway;от 688 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2796;Новый;Renault Logan II Рестайлинг Stepway;от 728 100 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2797;Новый;Renault Logan II Рестайлинг Stepway;от 647 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2798;Новый;Renault Logan II Рестайлинг Stepway;от 648 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2799;Новый;Renault Logan II Рестайлинг;от 521 500 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2800;Новый;Renault Logan II Рестайлинг Stepway;от 768 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
2801;Новый;Renault Logan II Рестайлинг;от 609 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2802;Новый;Renault Logan II Рестайлинг Stepway;от 713 100 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2803;Новый;Renault Logan II Рестайлинг;от 521 500 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2804;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2805;Новый;Renault Logan II Рестайлинг Stepway;от 687 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2806;Новый;Renault Logan II Рестайлинг Stepway;от 692 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2807;Новый;Renault Logan II Рестайлинг Stepway;от 648 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2808;Новый;Renault Logan II Рестайлинг Stepway;от 648 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2809;Новый;Renault Logan II Рестайлинг Stepway;от 663 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2810;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2811;Новый;Renault Logan II Рестайлинг Stepway;от 718 200 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2812;158 000 км;Renault Logan I;230 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2813;10 255 км;Renault Logan II Рестайлинг;670 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2814;71 316 км;Renault Logan II;459 000 ₽;2015;робот;седан;передний;белый;1.6 л/82л.с./Бензин
2815;Новый;Renault Logan II Рестайлинг;от 729 600 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2816;Новый;Renault Logan II Рестайлинг;от 752 660 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2817;Новый;Renault Logan II Рестайлинг;от 729 900 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2818;Новый;Renault Logan II Рестайлинг;от 729 600 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2819;154 870 км;Renault Logan I Рестайлинг;239 000 ₽;2010;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2820;Новый;Renault Logan II Рестайлинг;от 729 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2821;Новый;Renault Logan II Рестайлинг;от 729 600 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2822;Новый;Renault Logan II Рестайлинг;от 728 500 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2823;Новый;Renault Logan II Рестайлинг;от 729 700 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2824;Новый;Renault Logan II Рестайлинг;от 729 900 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2825;Новый;Renault Logan II Рестайлинг;от 722 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2826;Новый;Renault Logan II Рестайлинг;от 728 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2827;Новый;Renault Logan II Рестайлинг;от 728 700 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2828;Новый;Renault Logan II Рестайлинг Stepway;от 776 666 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2829;161 000 км;Renault Logan I Рестайлинг;284 900 ₽;2014;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2830;Новый;Renault Logan II Рестайлинг Stepway;от 834 468 ₽;2020;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
2831;Новый;Renault Logan II Рестайлинг Stepway;от 776 666 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2832;106 000 км;Renault Logan I;295 000 ₽;2009;механика;седан;передний;белый;1.6 л/87л.с./Бензин
2833;145 000 км;Renault Logan I Рестайлинг;258 000 ₽;2009;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2834;67 400 км;Renault Logan II;549 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2835;Новый;Renault Logan II Рестайлинг Stepway;от 751 000 ₽;2020;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2836;Новый;Renault Logan II Рестайлинг;от 733 060 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2837;Новый;Renault Logan II Рестайлинг Stepway;от 857 800 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2838;304 000 км;Renault Logan I Рестайлинг;270 000 ₽;2013;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2839;87 778 км;Renault Logan II;629 000 ₽;2017;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
2840;Новый;Renault Logan II Рестайлинг Stepway;от 727 500 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2841;Новый;Renault Logan II Рестайлинг Stepway;от 842 660 ₽;2020;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2842;89 524 км;Renault Logan II Рестайлинг;530 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2843;Новый;Renault Logan II Рестайлинг Stepway;от 736 700 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2844;Новый;Renault Logan II Рестайлинг Stepway;от 781 060 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2845;Новый;Renault Logan II Рестайлинг Stepway;от 745 918 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2846;Новый;Renault Logan II Рестайлинг Stepway;от 796 111 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2847;Новый;Renault Logan II Рестайлинг Stepway;от 754 333 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2848;130 000 км;Renault Logan I Рестайлинг;369 000 ₽;2010;механика;седан;передний;бежевый;1.6 л/102л.с./Бензин
2849;175 989 км;Renault Logan I;300 000 ₽;2009;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2850;312 000 км;Renault Logan I Рестайлинг;240 000 ₽;2014;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2851;182 000 км;Renault Logan I Рестайлинг;259 000 ₽;2010;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2852;148 000 км;Renault Logan I Рестайлинг;240 000 ₽;2011;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2853;185 000 км;Renault Logan I Рестайлинг;260 000 ₽;2012;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
2854;Новый;Renault Logan II Рестайлинг;от 710 200 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2855;Новый;Renault Logan II Рестайлинг Stepway;от 735 300 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2856;91 000 км;Renault Logan II;439 000 ₽;2016;механика;седан;передний;синий;1.6 л/82л.с./Бензин
2857;Новый;Renault Logan II Рестайлинг;от 730 920 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2858;Новый;Renault Logan II Рестайлинг;от 670 500 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2859;32 000 км;Renault Logan II Рестайлинг;850 000 ₽;2018;автомат;седан;передний;бежевый;1.6 л/102л.с./Бензин
2860;350 000 км;Renault Logan I;105 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2861;167 000 км;Renault Logan II;405 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2862;47 000 км;Renault Logan II Рестайлинг;540 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2863;62 000 км;Renault Logan II;522 000 ₽;2014;механика;седан;передний;синий;1.6 л/102л.с./Бензин
2864;144 200 км;Renault Logan I;304 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2865;170 000 км;Renault Logan II;390 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2866;Новый;Renault Logan II Рестайлинг;от 684 296 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2867;138 000 км;Renault Logan I Рестайлинг;205 000 ₽;2011;механика;седан;передний;пурпурный;1.4 л/75л.с./Бензин
2868;32 600 км;Renault Logan II Рестайлинг;750 000 ₽;2019;автомат;седан;передний;чёрный;1.6 л/102л.с./Бензин
2869;Новый;Renault Logan II Рестайлинг;от 586 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2870;250 000 км;Renault Logan I;115 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2871;55 000 км;Renault Logan I Рестайлинг;270 000 ₽;2010;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2872;191 000 км;Renault Logan I;170 000 ₽;2009;механика;седан;передний;зелёный;1.4 л/75л.с./Бензин
2873;Новый;Renault Logan II Рестайлинг Stepway;от 690 700 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2874;369 100 км;Renault Logan I Рестайлинг;290 000 ₽;2014;механика;седан;передний;серебристый;1.4 л/75л.с./Бензин
2875;211 500 км;Renault Logan I;200 000 ₽;2007;механика;седан;передний;зелёный;1.4 л/75л.с./Бензин
2876;Новый;Renault Logan II Рестайлинг;от 556 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2877;Новый;Renault Logan II Рестайлинг;от 611 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2878;170 000 км;Renault Logan I Рестайлинг;240 000 ₽;2013;механика;седан;передний;пурпурный;1.4 л/75л.с./Бензин
2879;22 000 км;Renault Logan II Рестайлинг;640 000 ₽;2018;механика;седан;передний;синий;1.6 л/82л.с./Бензин
2880;Новый;Renault Logan II Рестайлинг;от 594 400 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2881;Новый;Renault Logan II Рестайлинг;от 611 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2882;Новый;Renault Logan II Рестайлинг;от 611 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2883;154 000 км;Renault Logan I;235 000 ₽;2009;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2884;237 895 км;Renault Logan I;115 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2885;86 000 км;Renault Logan II;510 000 ₽;2014;механика;седан;передний;красный;1.6 л/82л.с./Бензин
2886;85 000 км;Renault Logan II;399 000 ₽;2015;робот;седан;передний;белый;1.6 л/82л.с./Бензин
2887;290 000 км;Renault Logan I Рестайлинг;235 000 ₽;2011;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2888;7 688 км;Renault Logan II;689 000 ₽;2018;автомат;седан;передний;серый;1.6 л/102л.с./Бензин
2889;320 000 км;Renault Logan I;178 900 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
2890;140 000 км;Renault Logan I;280 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2891;138 000 км;Renault Logan I Рестайлинг;265 000 ₽;2013;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
2892;32 076 км;Renault Logan II Рестайлинг Stepway;789 000 ₽;2018;механика;седан;передний;серый;1.6 л/82л.с./Бензин
2893;Новый;Renault Logan II Рестайлинг;от 819 000 ₽;2020;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
2894;117 021 км;Renault Logan II;449 900 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
2895;147 682 км;Renault Logan I;149 999 ₽;2007;механика;седан;передний;серый;1.4 л/75л.с./Бензин
2896;Новый;Renault Logan II Рестайлинг;от 666 420 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2897;Новый;Renault Logan II Рестайлинг Stepway;от 688 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2898;Новый;Renault Logan II Рестайлинг Stepway;от 718 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2899;Новый;Renault Logan II Рестайлинг;от 729 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2900;Новый;Renault Logan II Рестайлинг;от 663 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2901;Новый;Renault Logan II Рестайлинг Stepway;от 688 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2902;Новый;Renault Logan II Рестайлинг;от 666 420 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2903;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2904;Новый;Renault Logan II Рестайлинг;от 666 420 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2905;Новый;Renault Logan II Рестайлинг Stepway;от 768 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2906;Новый;Renault Logan II Рестайлинг;от 584 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2907;138 397 км;Renault Logan I;259 000 ₽;2006;механика;седан;передний;серый;1.6 л/87л.с./Бензин
2908;Новый;Renault Logan II Рестайлинг Stepway;от 684 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2909;Новый;Renault Logan II Рестайлинг;от 584 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2910;Новый;Renault Logan II Рестайлинг Stepway;от 687 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2911;Новый;Renault Logan II Рестайлинг Stepway;от 768 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2912;Новый;Renault Logan II Рестайлинг Stepway;от 697 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2913;Новый;Renault Logan II Рестайлинг Stepway;от 654 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2914;Новый;Renault Logan II Рестайлинг;от 659 420 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2915;Новый;Renault Logan II Рестайлинг Stepway;от 727 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2916;18 900 км;Renault Logan II;685 000 ₽;2017;механика;седан;передний;бежевый;1.6 л/82л.с./Бензин
2917;Новый;Renault Logan II Рестайлинг;от 663 720 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2918;Новый;Renault Logan II Рестайлинг Stepway;от 718 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2919;Новый;Renault Logan II Рестайлинг;от 624 420 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2920;Новый;Renault Logan II Рестайлинг Stepway;от 693 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2921;58 000 км;Renault Logan II;575 000 ₽;2016;автомат;седан;передний;серебристый;1.6 л/102л.с./Бензин
2922;Новый;Renault Logan II Рестайлинг Stepway;от 644 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2923;Новый;Renault Logan II Рестайлинг Stepway;от 693 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2924;Новый;Renault Logan II Рестайлинг;от 603 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2925;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
2926;Новый;Renault Logan II Рестайлинг;от 590 420 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2927;Новый;Renault Logan II Рестайлинг Stepway;от 708 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
2928;Новый;Renault Logan II Рестайлинг;от 742 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2929;Новый;Renault Logan II Рестайлинг;от 655 000 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
2930;Новый;Renault Logan II Рестайлинг Stepway;от 813 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2931;Новый;Renault Logan II Рестайлинг Stepway;от 654 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2932;Новый;Renault Logan II Рестайлинг Stepway;от 644 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2933;Новый;Renault Logan II Рестайлинг;от 659 420 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2934;Новый;Renault Logan II Рестайлинг;от 584 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2935;Новый;Renault Logan II Рестайлинг Stepway;от 784 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2936;Новый;Renault Logan II Рестайлинг Stepway;от 654 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2937;Новый;Renault Logan II Рестайлинг;от 729 000 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
2938;Новый;Renault Logan II Рестайлинг Stepway;от 604 000 ₽;2020;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2939;Новый;Renault Logan II Рестайлинг Stepway;от 654 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
2940;Новый;Renault Logan II Рестайлинг Stepway;от 870 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2941;Новый;Renault Logan II Рестайлинг Stepway;от 823 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
2942;Новый;Renault Logan II Рестайлинг Stepway;от 870 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
2943;57 000 км;Renault Logan II;470 000 ₽;2016;механика;седан;передний;серый;1.6 л/82л.с./Бензин
2944;Новый;Renault Logan II Рестайлинг;от 594 000 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
